"kingdom","phylum","class","order","family","genus","species","strain"
"Bacteria.Proteobacteria.Alphaproteobacteria.Rickettsiales.Mitochondria.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","NA",NA,NA
"Bacteria.Spirochaetota.Spirochaetia.Spirochaetales.Spirochaetaceae.Treponema","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.NA","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Corynebacteriales.Corynebacteriaceae.Corynebacterium","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Incertae Sedis","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Incertae Sedis",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Odoribacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.Peptococcus","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","Peptococcus",NA,NA
"Bacteria.Firmicutes.Clostridia.Clostridia vadinBB60 group.NA.NA","Bacteria","Firmicutes","Clostridia","Clostridia vadinBB60 group","NA","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.NA","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.NA.NA","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NA","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Butyricimonas","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Dolosigranulum","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Tannerellaceae.NA","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Propionibacteriales.Propionibacteriaceae.Cutibacterium","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodobacterales.Rhodobacteraceae.Paracoccus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.FD2005","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","FD2005",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.[Eubacterium] ventriosum group","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","[Eubacterium] ventriosum group",NA,NA
"Bacteria.Firmicutes.Clostridia.Monoglobales.Monoglobaceae.Monoglobus","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae","Monoglobus",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Colidextribacter","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Colidextribacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Oscillibacter","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Oscillibacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Paraclostridium","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Marvinbryantia","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Marvinbryantia",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Psychrobacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-003","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-003",NA,NA
"Bacteria.Patescibacteria.Saccharimonadia.Saccharimonadales.Saccharimonadaceae.TM7a","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Oribacterium","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Oribacterium",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Caulobacterales.Caulobacteraceae.Brevundimonas","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Aeromonadaceae.Aeromonas","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.P5D1-392.NA","Bacteria","Firmicutes","Bacilli","Lactobacillales","P5D1-392","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Lysinibacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Corynebacteriales.Corynebacteriaceae.Lawsonella","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Shuttleworthia","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Shuttleworthia",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerococcus.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerococcus","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Actinomycetales.Actinomycetaceae.Arcanobacterium","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Sutterella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-001","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-001",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Bacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptoniphilus.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptoniphilus","NA",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Eggerthella","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Citrobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Moryella","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Moryella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotellaceae NK3B31 group","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae NK3B31 group",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Desulfovibrio","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Salmonella","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Proteus","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Proteus",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Rikenellaceae.Rikenella","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.NA.NA","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","NA","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.Peptostreptococcus","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Peptostreptococcus",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.Carnobacteriaceae.Granulicatella","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Pseudomonadaceae.Pseudomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Planococcaceae.Kurthia","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Kurthia",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Intrasporangiaceae.Ornithinimicrobium","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinimicrobium",NA,NA
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelotrichaceae.[Clostridium] innocuum group","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","[Clostridium] innocuum group",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Lysobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.[Eubacterium] brachy group","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae UCG-010","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae UCG-010",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.NA.NA.NA","Bacteria","Bacteroidota","Bacteroidia","NA","NA","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Staphylococcales.Staphylococcaceae.Salinicoccus","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Salinicoccus",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NC2004 group","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NC2004 group",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Adlercreutzia",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Sellimonas","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas",NA,NA
"Bacteria.Firmicutes.Bacilli.Acholeplasmatales.Acholeplasmataceae.Anaeroplasma","Bacteria","Firmicutes","Bacilli","Acholeplasmatales","Acholeplasmataceae","Anaeroplasma",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Buttiauxella","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella",NA,NA
"Bacteria.Elusimicrobiota.Elusimicrobia.Elusimicrobiales.Elusimicrobiaceae.Elusimicrobium","Bacteria","Elusimicrobiota","Elusimicrobia","Elusimicrobiales","Elusimicrobiaceae","Elusimicrobium",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Oxalobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Sutterellaceae.Parasutterella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae","Parasutterella",NA,NA
"NA.NA.NA.NA.NA.NA","NA","NA","NA","NA","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Micrococcaceae.Rothia","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Niabella","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niabella",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Butyricicoccaceae.UCG-009","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","UCG-009",NA,NA
"Bacteria.Acidobacteriota.Blastocatellia.Blastocatellales.Blastocatellaceae.NA","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Parvimonas.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Parvimonas","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Yokenella","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Yokenella",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Brevibacteriaceae.Brevibacterium","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Rhodospirillales.NA.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.DTU089","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","DTU089",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Thermomonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Xanthomonadales.Xanthomonadaceae.Luteimonas","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Paludicola","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Paludicola",NA,NA
"Bacteria.Firmicutes.Bacilli.Lactobacillales.NA.NA","Bacteria","Firmicutes","Bacilli","Lactobacillales","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Pseudomonadales.Moraxellaceae.Acinetobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae ND3007 group","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae ND3007 group",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Chitinophagales.Chitinophagaceae.Haoranjiania","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Haoranjiania",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Fenollaria.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Fenollaria","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Tissierella.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Tissierella","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Anaerovoracaceae.Family XIII UCG-001","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family XIII UCG-001",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Aeromonadales.Succinivibrionaceae.Ruminobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Succinivibrionaceae","Ruminobacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Lachnospiraceae NK3A20 group","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Lachnospiraceae NK3A20 group",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Gordonibacter","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Comamonadaceae.Ottowia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia",NA,NA
"Bacteria.Firmicutes.Bacilli.Izemoplasmatales.NA.NA","Bacteria","Firmicutes","Bacilli","Izemoplasmatales","NA","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Alcaligenaceae.Orrella","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Orrella",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Negativibacillus","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Negativibacillus",NA,NA
"Bacteria.Firmicutes.Clostridia.Eubacteriales.Anaerofustaceae.Anaerofustis","Bacteria","Firmicutes","Clostridia","Eubacteriales","Anaerofustaceae","Anaerofustis",NA,NA
"Bacteria.Proteobacteria.Alphaproteobacteria.Sphingomonadales.Sphingomonadaceae.NA","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","NA",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Flavobacteriales.Weeksellaceae.Chryseobacterium","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.NA","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Candidatus Soleaferrea","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Candidatus Soleaferrea",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Pygmaiobacter","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Pygmaiobacter",NA,NA
"Bacteria.Firmicutes.Clostridia.MAT-CR-H4-C10.NA.NA","Bacteria","Firmicutes","Clostridia","MAT-CR-H4-C10","NA","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Peptostreptococcaceae.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","NA",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Neisseriaceae.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Oceanobacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptostreptococcales-Tissierellales.Ezakiella.NA","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Ezakiella","NA",NA,NA
"Bacteria.Firmicutes.Bacilli.Erysipelotrichales.Erysipelatoclostridiaceae.UCG-004","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae","UCG-004",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Gardnerella","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Enterobacteriaceae.Lelliottia","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Lelliottia",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Burkholderiales.Oxalobacteraceae.Massilia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotellaceae UCG-001","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-001",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.Morganellaceae.Morganella","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",NA,NA
"Bacteria.Desulfobacterota.Desulfovibrionia.Desulfovibrionales.Desulfovibrionaceae.Bilophila","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila",NA,NA
"Bacteria.Firmicutes.Clostridia.Peptococcales.Peptococcaceae.NA","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae","NA",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Oscillospiraceae.Intestinimonas","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Intestinimonas",NA,NA
"Bacteria.Firmicutes.Bacilli.Bacillales.Bacillaceae.Geobacillus","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Geobacillus",NA,NA
"Bacteria.Proteobacteria.Gammaproteobacteria.Enterobacterales.NA.NA","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","NA","NA",NA,NA
"Bacteria.Actinobacteriota.Actinobacteria.Micrococcales.Micrococcaceae.Glutamicibacter","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter",NA,NA
"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Angelakisella","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Angelakisella",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Prevotellaceae.Prevotellaceae UCG-004","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae UCG-004",NA,NA
"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriales Incertae Sedis.Raoultibacter","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales Incertae Sedis","Raoultibacter",NA,NA
"Bacteria.Bacteroidota.Bacteroidia.Bacteroidales.Marinifilaceae.Sanguibacteroides","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides",NA,NA
